id,name,age,gender,city,country,credit_card,full_address,user_source_type,user_status,product_name,category,subcategory,price,date_purchase,quantity,rating,comment,user_id,product_id,date_purchase_id,comment_id,total
2566,b'gAAAAABlumZ101mZ4sVXk4inYZsmmQjFzxUfCgvE-lYERttG_miyic0T4-kszhQ40adanRpUVGGfGgjfirrfC7iEOl5MAN3EJQ==',52,F,Lake Lindseychester,Australia,b'gAAAAABlumZ2NbOpWtEJQ1EmAYDTC3OY3RT2ecivtXAr2omLSyd5ddVKAybx733BkpHGAybvZk_LybY3hB24DitSf88tk2I-bczF9P27klN11fabBvdwArk=',b'gAAAAABlumZ2VNTlpMZA7oeVV5-TtFplGqRDS41Hwm03msNkttWDytEdAo6Q2LBZWgBoWg9z4rGrOz0Csvq7hUoCstzG9qRsuPVD2ht6_c3zhcPmfFndfGWtWxURIO7A8ZDwqCThpDmO',Yearly,Churned,JacketFits,Clothing,Jacket,48.0,2020-01-12,6,4,Fugit qui placeat est vel provident porro.,693,33,311,1218,288.0
2567,b'gAAAAABlumZ1gBQuKlN1i6dXMPr64Z2_8S-KYkiVACSqrKgjdlybHFdxlJWkL0XGvdtZLiLd_kRyhXrV9QZgXWvHJmqmTzSIkg==',66,F,South Megan,Bhutan,b'gAAAAABlumZ2AsfCWw0ehgjIMAutBqdrTI7MeumcwZ-KXD6tzVYAG9JeK_b1vyX1UpnGPz8P3MpdxFro9i6LgOKLEuA3anVkzK_hPNkxilt3_H4Vzwb7EAE=',b'gAAAAABlumZ2HNQga6W7FSspOj3M85AoQRfACraK7DQbOHsVUwGz_SmXBd52RdyPP5jpNTDVtmI5rto6gU6hndPHNuhT2UC__fa8Sz34F1DYOY-AHZ0eFGTyr7V6lroDmNNMxkZdKNVBJS77XhGRVPgsEfDRogiIpQ==',Yearly,Churned,PantsWear,Clothing,Pants,526.0,2020-02-09,4,3,Repudiandae ut sed expedita mollitia cumque veritatis.,1284,48,336,2385,2104.0
2568,b'gAAAAABlumZ1AInpr_lkZBOnzZeb7nD8aQcKc0-ipq-9KZcNxHYx6ebBbeWoG8dRrGiC-mPxDDmG71tdwLhI8tU8zn8n51vv7A==',52,M,Valeriefort,Congo,b'gAAAAABlumZ2c_Wk68LddZ6ccWFErA1wsJjy-D2TWTJFnbckNxe7cApSkqkbmasT5swrmg3cODYaNMj_fz008XJBKV4umaKGwf8n7ovw2_BPqDGgZLddB0I=',b'gAAAAABlumZ2jpGlFlELOJSCj2DCIXPrCzrwpkAR1MGrvgsQp7ZgmooB9pbKFbtPnDyg2N1nJiubhrw0uqUmu3E_oxe3PwEqO4QrJZJPBHEi9eBEH5Ix2UJpy32EOGjqnlJMGBwc4KG-xcGuOdQQO47NucvTHmZkDw==',Yearly,Churned,SpeakerPro,Electronics,Speaker,76.0,2023-09-23,1,1,Aut fugiat tempore voluptatem impedit inventore quasi culpa.,750,65,1374,249,76.0
2569,b'gAAAAABlumZ1T1eGIyBlZNJ1OELGCkaMgf7NrPnPbHDCBJvVPFZ0VwKXPUoKKJKe7CCg1CW703ocLg-AqCye6S_Q4d6GOFHOaw==',43,F,Deborahview,Cayman Islands,b'gAAAAABlumZ26W5dbRrvM-pzeSqcrGFUi9xFjp0Iiqo_dnYGyp8ine_fRa32O4IPMRi6nSTdSsRfq6kD3pToQxDTYGAEVMBAzrt-J7_GhaoiFivNbhgz-OE=',b'gAAAAABlumZ2lIaNpiKxI6GLFCS9Gl_mZt1_B8bgM53HTUMn5OeOzbBwt_v-oF5L8evNWjlkHBybPdUwVan9mFonXQuDKq70M8MNwy_2vS_TzMBnIikAwpy7iQJfH99YrAe0RQRIUeNu',Monthly,Active,MegaLaptop,Electronics,Laptop,87.0,2020-07-02,7,3,Eos et animi veniam repudiandae libero quos.,1191,39,438,814,609.0
2570,b'gAAAAABlumZ1FTd9bse_mcE4JwOJ0YZ4ZjXUAJMsaOcsFN6bInkMFvhRv2V9Ro8u2WXPoiAFpvvwAqVvNJLhfwEiGkIPoJjcGg==',88,M,Hernandezside,Jersey,b'gAAAAABlumZ2Ytsx_3yrGxpbprussLqaOCbyp46SLs1nD_V5PEArTJHhLqf0eiTvP5onffs56bLYPXRLiMZIN0dOHH7gf8Ld-FKeTna0RXnEyzinEc1HBM0=',b'gAAAAABlumZ2SLl1zdhu0cIQRX5JO3f8TTfUZ5FLVFME5PvObGvxJOZjBE6pUlxOmwkVH-ThvhMM5jTHoOXWAdc2XTcC2TjpVSMJbi4G0IsPOpID2Je93HcWh_s_qvgE8vDNrSoHES5bmsVfiqoCGoSr83fZjdEvTw==',Yearly,Active,PhonePro,Electronics,Phone,561.0,2022-06-07,1,3,Id maxime corrupti nesciunt id aperiam ut.,1024,50,998,1268,561.0
2571,b'gAAAAABlumZ1XMT4V-qDqqBslIHcjtJPUTLo0Ty5nre9Ngu6a5K_t8lwZFhilFCzyg0dmBxd_-qqSdDeiJ2mTNLE52Zg8zr6wuaTphyqqyN5sCNh3pLgoS0=',22,M,Katherinemouth,Peru,b'gAAAAABlumZ2ZKC2dN1vfLuRNdHVankdJvzjBnDhW4C5k43uT7ZG2l_1YhS6SioHi92RKl5KOBAOc-TLfgDxDBbzjL0_DhHVnv_Ske8wo7eKZZJ2tTlHYE4=',b'gAAAAABlumZ2ALotJjIGwvUlE9zbZ2NsSzoYnrcPAzeTwF5nfNYKQNXgJ1o90Sojxi_vQ7-Vc6aKrT5g4Qk5vFBbnaDVAoykQiCY8WZDfs5vYcOHAb1AvuDZIamS0-5LfTUuNeLfcRES',Yearly,Churned,JacketWear,Clothing,Jacket,37.0,2022-05-06,7,2,Quisquam omnis minus qui molestiae.,98,35,971,2265,259.0
2572,b'gAAAAABlumZ1-Okb6VwXp2shC2zg5yVhoJDJQF6_2Dgf98ZWrSVebHo9D6foN1igkEEPtEH_Zca4OUcpCaxvKUPkYqi5FJ4an4YKTJDcerjI7L3gGZG33zY=',51,F,Lake Tyler,Benin,b'gAAAAABlumZ23xEMhuCEu7GaWrBv1RX8eKs9Z7zhhfgnufVrqzB0F0_A46sGn7DiOfu7pvDtA4GufboEF3eI9li1kePk35hf4JoNaX7urPQtie5S1qhFmpc=',b'gAAAAABlumZ2tdg2Gr2ylGvqUC3LvNjLMfd2Me2W9QNQVwQxFkTuYyn-4Esn0FSb_CdSZqyKEZgq8gaDcNR67Yf_0Vm2Stfxuxxf2GOxj7d44ohTEDfYu0YYioNP8zXjbOFC463x3Cq6',Yearly,Churned,FreshBeverages,Grocery,Beverages,396.0,2019-01-11,3,3,Amet qui voluptas reiciendis qui.,1004,30,8,113,1188.0
2573,b'gAAAAABlumZ13CK6emEtRrVZe7b2sp919dFEG99G58OLeEnTm4AT9KqBNl_JtBp_SKf20hJIp0RZzfQRpBY29aEWYr1YSeWNOw==',18,M,West Alvin,Saint Barthelemy,b'gAAAAABlumZ2LsNeQh_JXYAiLcBC50HozkR3Dgf2zJT8VrlRSVLTb5FOO26vGItLdqmGFh92P2918nweCgFhZ1sK5ZwLPD3Ng0r1uzhl6oAGUWSeJZpUxfU=',b'gAAAAABlumZ2c2K6s7BDLdxi-j-dizxVChKDUOlmu-GHqqKQWxmX50Dg40n40I8BANH4ZsAylTuO02nolunC7YaC3d6Dxe2acB1okCwBWtbojfusULIUvQeYcerypUr43se6WPRdFdF3',Yearly,Active,Non-fictionTales,Books,Non-fiction,12.0,2021-07-06,5,1,Iure ut architecto dolor soluta veniam blanditiis numquam vel.,1177,46,732,1436,60.0
2574,b'gAAAAABlumZ1iIaX9NENnbQ1uESj0D-FUqCjNR0TBYLfcUpdllEjpgHSweOhaLRIQxRgrsdOXuweqDrIx0UBRiQPl1SfZ97g_w==',26,M,Port Michaelhaven,French Polynesia,b'gAAAAABlumZ2zl9b6mAK_O0GlX4-X0BiBKbb5xNRY_yIvtDbpfv8nI65KMp7tBdFB1cFxItEQXY2RwfULDlBTEom66fBFQVNErvIS5dAlPVJFD8wyCdTr6k=',b'gAAAAABlumZ2oet9xZdpJdxZaZvNz2EOPTSIbYpmZp_wy2sARXJpu5sMe9SzQA3uqnl98iSAjZmJ3KON0Lsjo7qn4hpnGUKYJAkohggIKBknBiQk08IGO2s=',Yearly,Churned,FreshVegetables,Grocery,Vegetables,88.0,2023-10-06,2,3,Non ipsa accusamus nihil et error excepturi dolorem.,220,32,1385,1766,176.0
2575,b'gAAAAABlumZ1kgwS46pjBeRILn7Bo-mBF2J3TSLOIrs17c5n7aCY3acSCuB5ANGCG2AEHtg2rzZuZS5kikPeBmGkJlcYkwYj6w==',45,F,Georgeview,Iran,b'gAAAAABlumZ2_P4-RNPb-c53iJ2G85weuyKr4hLtQR_1F3W2MPB5rtMnzUlEnWyN5SkXYpAXxJbEfOtJNrJiUjVueftWM-Lb0031toYVevN0odDGo_R_sOw=',b'gAAAAABlumZ2GPQvul_QWUSRc0pJhtI8GU1ZMmtS86LBZTX_UtLVbThP-fRnhUd9vowsKbWJQaZAZOwsSWZPIjvCMFpNWyGP6mKcu3-FR0ociYOFVr-R1upbAF3z-OqYSW9faYS4Tp7NQZ2_Jsloea0BzHeB_faSRw==',Rarely,Active,ComfortChair,Furniture,Chair,954.0,2022-10-28,1,2,Ipsam excepturi consequatur est.,956,21,1107,1379,954.0
2576,b'gAAAAABlumZ1ntA76L8U6-7KsaaQTf9SK7OoqCabElWvXhKDzdDNos6op-pf2mdSB4uoH0nv7PlAXmU56gUB1El8l0JU5aAtmg==',50,F,Jacksontown,Guadeloupe,b'gAAAAABlumZ2ZnqjqQYpO-wbnMDgPKgjby0Vry6L-EjSEyBa5osyM5Aaox_Z6RpwujPxqE0U6SPuGOWzdXYZ2-nVgGwgk45kN6Q4tlJd_gQq7z_da3Fg97E=',b'gAAAAABlumZ2MPXGOqzc3MtCQkaZ22aiN-Hi-V30j_e2Xvztk5QBX5i7oXHdVdXDwgi9b6rMWeXbGDrYnCsDcFSsY2rxY4uXa1qVbWSZhhyW-aA-7fyr-Hfn-lJD-zVxK71MQwYmIB_S9P32bjZxEWFokv1h0rUiCg==',Monthly,Active,FictionTales,Books,Fiction,422.0,2021-06-14,8,3,Quasi perferendis velit suscipit.,218,29,716,2069,3376.0
2577,b'gAAAAABlumZ1OtUWp1oonwyf3yjceDoBCSy1I_3aQy-_d3oEyh11uai4-YVgtEFedG0K9t4XgjmklQokHG5t7OBEhjXCGSJKng==',68,M,Montgomeryberg,Azerbaijan,b'gAAAAABlumZ2ZhcBTiRbNTQeVM8s3lVv8zVGexVF6F9EToGDzB04zMtdFsrhZrq2QfLuh7JFsAGBHxKElurMJSfSfj4Wepa52si6Jn1Zezl9DcNMjp-cMVA=',b'gAAAAABlumZ2nnEzQe41oLRO4S5JZpe_xDhyk4wDjRjcu4zmX45k3CW1H61Xov9nBqYZCHe06M7AjLEBTMp3NFwmq6S5ouWlz6sXWMg3GSYh56dK_g9ZVJmE5CyzaELOKCB_qVBoaRni',Rarely,Churned,ProPants,Clothing,Pants,76.0,2023-07-10,1,2,Modi officiis ducimus rerum hic.,550,54,1312,1597,76.0
2578,b'gAAAAABlumZ1iMkxCC0-1_7nSk4QNVb5nzRyHLbTvLouHMaz9wdQKsfunRk2pqaguLYPXInqbbuTeh_8fhJiMuP_Eqtc5nCPnQ==',23,M,Aaronborough,New Caledonia,b'gAAAAABlumZ2qlB5fiZ_IP_3ZPYwrSe7sbDWGmrUygC-vsVZTeuYyyyyhgZAyrlc9ceQ7t6RusB9kVg8lUeQdR0PqgvjUTWHL-n1_J_O_BCoiuXW6XN8AOs=',b'gAAAAABlumZ2Es0Uni_m8R2dgv368utPjcMg6mvHHbKaeX1KZh4kvkgLdZLbbVAOfV4dw1f_EUXK53h4QRJZIZ4zfO70ZnYaX7uQoIGwgGTDV4t1hPmM8VqjqdLOE0Wq2J0pwcU12EaSvZugxdmocw17eCm197OCVg==',Yearly,Active,SofaDeluxe,Furniture,Sofa,23.0,2023-12-08,4,2,Dicta quis laudantium impedit autem sequi assumenda.,1140,61,1440,557,92.0
2579,b'gAAAAABlumZ1t4j16ya4Qrx7p5UNZNBqCrBhe_Q3nuKfmHvtTj6RHUZ_GAYZeOn5LB_26kkSDgxGDt0Bu0mCPVDXIgkT_XN4Ng==',29,F,Casehaven,Mongolia,b'gAAAAABlumZ22fl-tIcu1sYIDbYCpNkLB8WfhN5JUHlfcwHYTAOIjuJUa_8v_OfvDA9QfDW6FeLKeCMzwTkkGkgNvOb0_h6YWghwUASUGr04ke2DyKUisDA=',b'gAAAAABlumZ2JViuf7oOVJAILWuOhKbCC3rByMDvT0q66KWqN06Ej1P5Vnu6leV6ezG9ARL5OGvyU1dTAWy7EgUvefQp-bVSiiLvZr9RMP9SS_lhuRcH8fU0QQ6HC6hHVx5GDz_T5cRtF7U_KttoLNhNnY73CZlJ6w==',Yearly,Churned,VegetablesBurst,Grocery,Vegetables,603.0,2020-12-09,7,2,Temporibus repellat dolores dolore sed ut nobis qui.,587,77,561,2650,4221.0
2580,b'gAAAAABlumZ13q7evNfCXxWNcYyehVIpGaWhuohbxiIREMKjRUrxGf2-Xsr_nMoBrqlRembgJigJ9Dv1WSXzAQtWrRD9XXqJjA==',28,F,South Jeremy,Bulgaria,b'gAAAAABlumZ2RMl3NBctfp_GSuRQqDmjjsG3AMoFtu5AJma4SMZFBEsOYTDe-3Wea9u0ceQcBlgoO-IrNDblyJOOGOECqoSkhRPFlcwo1mdihqXsmLoldN4=',b'gAAAAABlumZ2NYsiXc3hSMo0g0dYjdKy_4TZyLrQAsMClZpbCVAxn9NeTgp0I5lAuamIJJkAHoAhw8j2YHR1_7rVOluLSLMXkrlXhnTNdTa3o5tKr41tX0XzuA8MZP2WbWA0APiti7SSSv6go-1OdawtYJ0gjzPnQg==',Yearly,Active,Category:ClothingShirt,Clothing,Shirt,90.0,2020-02-28,6,2,Aut est vero necessitatibus.,803,7,348,240,540.0
2581,b'gAAAAABlumZ1FFzcxdhYt2-tXx72dSyNZi6tpKihA6CoQqToareFnnIjIth6a8-S_ZpxspE6CV_uCX15FRsRGU2gPJU7MrwYFA==',24,M,Lake Marychester,Guernsey,b'gAAAAABlumZ24nTUx9TcOfUgaEDaA04gmmQ7tloxNmIrPGNwTflFQjsht0VMnulBbo4WjEU3bbM_tO2_HttRXwfW1nWa06GBpI4ppLQR4r3_FG4CKVawKr0=',b'gAAAAABlumZ2_T-fmM1YL8QXjcSlU1cE-o9mTZ66HvVe1La_QKhsBzSSPW7gtBH9Nst6CEJWzGtCy0EvQaWAHfPZLWkO4RxwMsEbkHv47JsifQzB8zHsXdk-8H8PNHKNf08bH9g1uImJIYbfpGQm9Wi7ZqWc-5lx_g==',Yearly,Active,PantsWear,Clothing,Pants,53.0,2019-06-17,6,3,Voluptas quia unde eos magni.,749,48,138,2899,318.0
2582,b'gAAAAABlumZ1m5CGO5ylIIOryXt4op7knsKuuYbcwXZyaMyrIPY0eJI9UVvx31w4RV0pAFH3sM_Ujdf0N0ghdxRV0BHsBE780w==',34,F,West Michaelbury,Russian Federation,b'gAAAAABlumZ2QppY7Dg88NKvYzKbMl7EfarU7GUbuZg2xt1gmRTZeVdW1r3stVbHEGndoy0D8KpfX4rjTq34hLPQnP-9LGfSx803JQYymidC6ew48V3habQ=',b'gAAAAABlumZ2cESpZBuW77QELONSUvCJsxwiqVh-4SKF-RboaIGLpyQizYJ7ZxW_43kkwnpCPQFQ9IRVm_XHO7h-ObhZ4d557bciC7hz8Kzfe-Z-FY573cgk1qMR-gYtdI3u-pZ87HijBAF4ZJBM0z_Sf91wfudkbA==',Yearly,Churned,Category:GrocerySnacks,Grocery,Snacks,98.0,2019-05-14,10,2,Suscipit et cumque voluptatem officia.,762,15,111,2604,980.0
2583,b'gAAAAABlumZ1Hj0KorXq2Jt4p9LSOyrqgx4B8ZRKbcOrIagoK_Qkx6ei5F2YT0JtXHFAS4Sb5F83IFW1IXdD6F1juIYSovJ_7w==',19,F,Hallhaven,Vietnam,b'gAAAAABlumZ2hq-PrGrqzOEDbrRvhrTnqVLzOM2qbzDj_q6rneX4s5Q8V_ojHYnKdClnri8L6yXkz2W-2f2iSutzjddHnznZg7OOZtH2RlYUhrQ8441ta2c=',b'gAAAAABlumZ2yyXpbPeVUThkhMaHxHMQP6ohNq0e-33VXxaA9pcRdJC7sIGkLWyPIGFC7Mgr2woFi7FTpxdyXikW30RVn96EtBqDx0M6SXtOLad0PUb30Gfl__DqKGs1AgF_SkoPV1JI',Yearly,Active,BeveragesBurst,Grocery,Beverages,730.0,2020-02-03,6,2,Quis ab nam autem omnis nam magni.,562,1,332,2225,4380.0
2584,b'gAAAAABlumZ10oWLG32w84oAkclZxmWv7wX7AIXKWMOHgP26W_94VB4EEmLMTc-aU8npIGyIyev5oKWX2tAvGaw7AMLM5mNq0g==',18,M,Nicholasport,Dominican Republic,b'gAAAAABlumZ2cChXxyuwItvQyGdm6G_AyXW9RwcT7m9FiXEiLhD1jtLh2OrdGFDTNYNu6HRVgxKMHYHZuRKN7la8U2RPqLKT4l063hURTIRHaNHqQHPVhoQ=',b'gAAAAABlumZ2NVUXyx3TSJ8Pn2j4rmQiS_A1BFk4WAb5vOcj1hD_u91PJg5y9wBkia61lGO9li3Wk8ipzXqIYt152u6WcAZ3OALAAEqoo4Kc1mHfMoSpzbrOepZhlbQ2K1FsYtRHc5y5',Yearly,Churned,ComfortChair,Furniture,Chair,53.0,2022-06-15,4,1,Velit non dolorem ut.,316,21,1006,2819,212.0
2585,b'gAAAAABlumZ1HGifb0lSEVG9B9TKmdNI_R6AxMcxXU2UWwv8JR11KVEysQnVtKj_VXkO6HWrLPmaMq_ggy_Jm7nRd6Da2IJ8UglUfFAmbw2utgIcCVSGLHo=',30,M,Barneshaven,China,b'gAAAAABlumZ2Qdn3X9vVkxdWhoIsOK4r8aN1N3e7v9Z04KduHOLerpgjBPQBnTWzGmTOGQw8vG6fXoECiitbxre4uuPwxZJUMU52uwds9XeE3VofyfnE9tU=',b'gAAAAABlumZ2f18KA_9V8qyBU2j6kWVHH9VKE4Q4Xc_BUONeRDEfK_sLLAyXn3oDagw5YUIXlRfWjOCqpg246ayg39bdG9o916UM-7vSPAOBJkRs8bkYZFzUn-OLw-6k3XX5N9XysgQ7',Yearly,Churned,SpeakerPro,Electronics,Speaker,625.0,2023-01-08,6,5,Alias quaerat dolores nesciunt enim.,1184,65,1168,69,3750.0
2586,b'gAAAAABlumZ1FD8H7vyIfb4hP23CXF6NhDKytW1pliWReP0z1kMy_PDXE12Qs_C1CYIH_rVrSp8mAK8bP6taKlsPdvQrEiH6rg==',61,M,Port Dana,Saint Kitts and Nevis,b'gAAAAABlumZ2S6fcLlk2zR6CICrZ4eosN5IJ1tQVlhmxrSVXqmK6NOYxfpV1-0HiPa12Jagb1UzMUPug4DlBoij8n4g8LGNuwQRJM0nFkPHAswQGJiN5Fmc=',b'gAAAAABlumZ2w4NV79Nw8Mo_332hR7q0eGUXGkbA6vkZ4lyX1vjbEcgFPGLqk9QYy61gu0g3AkzUjFXNd1Cmzkap-A9WiMnQpGtoX62Uj-rtHUuXWPA9opIgDjJfEAga2wZP_056MIe2tyj6yFcRpSmGQH17Rkrtkw==',Yearly,Churned,BeveragesBurst,Grocery,Beverages,534.0,2023-02-05,4,4,Dolore provident labore odit esse.,1025,1,1190,631,2136.0
2587,b'gAAAAABlumZ1MkRnCyQvNxd4e3M9-dhIDrQwvNB1H6DnrCghQBjutbnFmeHMWJA-13iAM_LIn87ngS4JJplxjyB6ELkQcQikKQ==',97,M,Jonberg,Namibia,b'gAAAAABlumZ2Jt_9iKel_ssl5ENyWFgd6kOu_iMsqbJiWa-v18zwsn2dDGOQhasJzLHEFL82RJpk70wH6V8XE_rjkHdBhfomTSL4UGhKexFSZGawBSmblEM=',b'gAAAAABlumZ299HYZXCWxBkYVwoz5rD8sVFDULzt-bKypA_besF2EL7QCL-7edfTHmNo44XZUqGqNT9NVy2rozWxyJy-u9Hbl7xqky5DprcvvLrRVSmQkdKeFc_WFD_f-LAfokfetNti',Rarely,Active,EducationalTales,Books,Educational,92.0,2020-09-11,6,1,Inventore illum sed et illo.,627,25,487,1361,552.0
2588,b'gAAAAABlumZ1wH3MLvTH9KNvvmCjTG2EYAEKqUSxK8ZeiwqJPm5AVWmPXQeYWikng53hLGya_jnsxKFDRbad-jXj-J2hdENmhw==',50,F,Wheelerfort,Cape Verde,b'gAAAAABlumZ2W6EZSTKxo8dH1Bg81bBi-q4t75HeN4zWPjiooWaS8BTyf46YQQaXmavlJFSXMDebl0-e38CuyMb5RBpR1sdDUPItpsW8FYla3AC-CeobPLU=',b'gAAAAABlumZ2yTiIidjuYnUgiVjPdPTxo5rO63A3ALXs0V5y5n-kYWmOJintuj9FVO52m_j47ZYEQcg2rgToIZsR0mlnodh6M-agOI3T1XN5ATBOUiXOPrOa3yohwWWQMUOargY93dTf',Yearly,Churned,EducationalGuide,Books,Educational,195.0,2020-02-16,9,5,Qui velit eaque minus earum quas.,621,24,341,2139,1755.0
2589,b'gAAAAABlumZ1DLv-rLWeURjn7W4e7lTo1cEva2gb254zDHqMfiQF4YIMLDVgjH8JTb1XQubpJuKftJLfAGT0f376uAoBI3gtsg==',69,M,Port Caitlin,Svalbard & Jan Mayen Islands,b'gAAAAABlumZ2j2k3iqdAujpoF75Zmy6LfBzuEe79EJTItzPyKHW4C8MDZGZQ2plnS97GIU28hye39jlulxQomBfAvi2bWTu5d9yQl3zSc2uOlBQQhJ3Z530=',b'gAAAAABlumZ22sOLztsDDfbnAjjl67acgkY8iJW6aUS6ipbo-A6hBwrHqHKxJoI8RjAEfOmnFR7tk5YZQDoUX0T23WyOsEWHKpz22kRsPlNAPa4IChzvsDipYAQuSVo3MXwlC48ykHWqt2kwVh5ngrAws2wbtm5SsQ==',Rarely,Active,VegetablesBurst,Grocery,Vegetables,48.0,2023-07-14,10,4,Assumenda velit nesciunt asperiores ducimus architecto ratione.,69,77,1315,188,480.0
2590,b'gAAAAABlumZ1w8frE0WJrWc7bjwhHcvVD46iC61wkYsmShoEFaw2A8zpMkISrCNkDiGIzOinjv4F9JCcmUx7SKg88SWHzKWXl9MFXN3a4iliUvZTadhg7os=',29,M,East Benjamin,Iraq,b'gAAAAABlumZ2vmGTE7EhZsXL4smFmIPf0uOS6gdERLj7F8_HRFpwSamhELXwVZm7Owex3kr9T9T6doEA5m-k1-n_TJJINmlBSt71htRTyB1b0lvmDuB3yHc=',b'gAAAAABlumZ2O0wopccLmBvcgP-aK_8yOhmpomLY2YvEa9goNVoUybCp-QuvXpA8rGuKwVSuinyXa11I93Wtn2nGWi7DasJCWijwoy6faw6wx0h6K8ViTqwyztOQxnD1em1WhvVMOUHx',Yearly,Active,FreshBeverages,Grocery,Beverages,39.0,2020-11-07,5,1,Ut quia voluptate temporibus sit inventore.,1197,30,532,2747,195.0
2591,b'gAAAAABlumZ1tIE4VHCvFEDDj0Z6YAZdU0xZm4qExrZo7j-aoP7x4Yy6sgWQH2fWL0U86UoDRC5lgwHyQXPZx0vaLBAhPKxPSw==',53,M,Keithburgh,Croatia,b'gAAAAABlumZ2sbvA6z6OBoZdYkZT1bw-L62WvP3G6MM1TS2IqshKoovKr7jgtR-8yTT8PNztE6Iqni_p9LPxDNtG1srrxM7Git19_F3utkzoMKQavo4ZAeU=',b'gAAAAABlumZ25DYOtsQcbezzzIM03j5eNV0j2SNgRfffzYSywb-VO6WBxXB7sLKzkh-1MimxeDRmVjEe9kNBsy7-s04wqbtyQZ-j6z9E8-PlRgdqfSpgLK3qwqRoJVrYjibIz43b0ajS',Yearly,Active,MegaSpeaker,Electronics,Speaker,909.0,2019-05-03,3,4,Reprehenderit est iure qui facilis.,365,42,101,2368,2727.0
2592,b'gAAAAABlumZ1uZLqH3UmCP-2KqIQSywHYxcHEbt6sqfFhB_FN8Dt0AVDtQR7rbehGsAWuqY5izYvFlqyqQv45vsX9KrPivcPmQ==',49,M,East Alison,Poland,b'gAAAAABlumZ2LiScskCrpnrA8QcP5g5zQt6JLPLxHDwcOPG_iExVTBlgaXtiE274kbNe9V1C6imRdvAVlKqhXnT-D1JAquok2z0SW9cSmxxAKC585Px5L6M=',b'gAAAAABlumZ2rS5u7ihPcV3lumYNoy6-Phny8wCjY00gl0jrSyJIQlwYxKsDs729_6wd4-8oTwboxEDyXKoSGvmq6pUPxAS9kUUuUAujPJSMFNsj0qxPCrip2AFMOjxpKwbuegh-nNZUVF2GNs2NmtrdXPl6U6nKYA==',Monthly,Churned,VegetablesBurst,Grocery,Vegetables,94.0,2023-11-29,9,5,Sequi unde soluta doloremque.,575,77,1433,2498,846.0
2593,b'gAAAAABlumZ1654r0iUXHmS6njZZxLcJK8OyO9zkXVV54BjfPqO0mNpbjKSvwMa_xYOEfU_HKJC14mGXP34rI124A-WgEv2_Gzj9fo6qEwby4L2AcNE_5Q4=',57,F,Byrdberg,Guam,b'gAAAAABlumZ2ErU3kZwQSFCKtZ8gWPhBAMdtMQAX37jND_Zaoeyw4JzgttFYTn7x-Uor5vvzZsmYHozf2FMGjfveHq93ozo9XO7iDSEepAutZ7szY2wyazs=',b'gAAAAABlumZ2GtDmN1LanBY4W4CoaejGlgMZEVFWBmr63grzxu-j1BIsJsWgEQIKZGaYG7kWnZ43MAr-DGJxJA-DTtibTUbmZNrwE5h38mNidBVUlCee6SDF_oLxt_IU-bc951XB1b3MW88rXKM9zsaShLDEm6XqOQ==',Yearly,Active,PhoneMaster,Electronics,Phone,206.0,2020-10-09,8,2,Praesentium sit ad officiis dolores voluptatum quis tenetur.,738,49,511,2008,1648.0
2594,b'gAAAAABlumZ1n_3aYEODlqVv4U3jNUlCa0sogmKe1PCbQe2MwHFwmW0dVMFEPCx5_p-9OblZgkVwlpgmLwsSNVTQ_7-hpM4zvg==',42,M,East Eugenestad,French Polynesia,b'gAAAAABlumZ28_0qWtou8fVOBXlIoyj7DLW6nEnP-B40yDiwNbo-HTdq-oOqcKJv7VKx9igsP7-9jilR2EgnKBcC9yfhm6hmK8-ac5fvD-o26w6GeBHOwg0=',b'gAAAAABlumZ2of3mmqiG_6LmeungCO8awXexA1-HYfdxDgFoyeIzZDkdpzWBQB0gVm9_CNMv1PRr4Q3wqJLVcNPgmgyIC3GXKOIeyZDRSAPYq4BUXbOcy-luovrBrODtROXI__ShF25yyqnFj228ihLYK-WF6fTZVg==',Yearly,Churned,ProShirt,Clothing,Shirt,418.0,2021-11-08,1,2,Dolorem voluptates ea quos consectetur.,268,55,834,650,418.0
2595,b'gAAAAABlumZ1jpoW7F2DguBjNMm2ICGVBFxd2n1nQRkxg22QHr06wdYQ0RiY5mHyT1af7tJ3Hx-7p3pYsvwX5OluaHhqrivztQ==',23,M,Gutierrezburgh,Mismatched Country,b'gAAAAABlumZ2XUle6oqMJbjPmYFNJ6ZJS4JZ-7eJCcJ0rlBprKHW1IFsIIRm1FLmM6j_2b9rqHPupbL4lSuoT_270-PwgNHM_E_5dUsWju7Sgnk4pOdj7N0=',b'gAAAAABlumZ2IOYZ2uLJHMoXrfWvXvqsRXntaRZDyyMguyp3J2ZsbubMidxT4L2ADVWRkA74QnYeJ-szfn7lpG0pe4KF1NHyewmwT0DQyBxUj3hcRJlFoid1lI5lLr58Tjzl_Qp6KOi5',Yearly,Churned,UltraLaptop,Electronics,Laptop,92.0,2021-03-11,2,5,Et ipsum accusantium fuga suscipit.,699,74,641,976,184.0
