user_id,name,age,gender,city,country,credit_card,full_address,user_source_type,user_status
1050,b'gAAAAABlumZ1L4DUmBsq0sBeKqRs9uw2Qe3RsPlfuN0XFO1pmDeaW-439H4cItZMsNhsK9lTktA-QhlNps4tYgrCTT4Ewi87wgHR3hSpx_pmdVISW16jjLk=',27,M,North Jeffreybury,Liechtenstein,b'gAAAAABlumZ2VO5_xyrWnOi0imynnxNNuDP8Qbc6YkP_-9to3lLmYB0ufzMoeWXGLct3DFS9iDH3cudTK9HPfbmhaX6AKmCFuZnf1mhXTtE0TPSqcNkoXis=',b'gAAAAABlumZ25DEbBCxX3EG4LbpfVZ_e6ONpaTkFHTHcosVB70Ud7eXidM8cE498Wk534rRf2ysomxx1ke-v7DW4N_uZ4rfY9HemUEO4S3aJku9zIi8Hu6blQvZxfoXz8j4p_93GlxiqQdZ3Z8GMySQiobnlMaMa-A==',Rarely,Churned
750,b'gAAAAABlumZ1RSBHtS9NsU-DfPAKPMvFfLNmC9CQDvRavsElBLycC-ckdNcyRvspleweWibJOwmFAXV2XXAO0V-Doz-wu9_sAIU72J5qQzEFvbCzG56RT7M=',52,M,Valeriefort,Congo,b'gAAAAABlumZ2HdKe07eD5HeZnJ3cX8uQ7imydRw2yPVvJIp1k9zccIghumTU7NKaaQUDPQScrsqU4NI-yVrl5A1wghe7Y5Hy_t7JDHjwgsfVWw_3Sw7DTnw=',b'gAAAAABlumZ2mUhAbxfhFILtnE4XUCZD7cARMbCxDm0MGBE5K2u6sUkkfZSACTz7He_vYYOevUNtf_jJnvsfwBEG4eATvsR3P9ELSfTp5cRdbd53tX7vbeEXnd3bCe-doXW9BBZUqbdm',Yearly,Churned
137,b'gAAAAABlumZ1Bwsib7l29_w1w-r9nxQvscG_OtyZ7nriqxz85mAW8Di2iGmJ0Fg-iz1a3sh4QpSU6NTJ7qUM68uQcFF-mrourj4DCuWl8cFL39qnyWLqZN8=',51,F,West Lisaside,Georgia,b'gAAAAABlumZ24-lB79KzJYJYUhl5rbT2-vrziy3F13arfqcwXEmimW1Q-oG2CKpwDZ1ILXz8NhhbYVeFIBojFBnP_lwifVqOJlqPhUW0R-79aJ5Z3cV1UfY=',b'gAAAAABlumZ2Mao23upmZ_Sgu-xVpgVgXmza3YUf7cE517tcqYrG707oI3TOstAKcbH07XSwnr4pcJiS1WAh6nTec8MSyZ4Zi1yIrJ5TQbgplNqHppN6Q20GPaFZN4ljmBJZkQ1n4cyf',Yearly,Active
1139,b'gAAAAABlumZ1ex-K1dNpQ6-M8hA3iuVY5ZpJCg6O7dWu-p8Df2PDaijTaJLPycWd3QsffqdGy7M7L0AYT63kkrUu1IlLXLV3SA==',70,F,North Austinfort,Cocos (Keeling) Islands,b'gAAAAABlumZ2CVA5bVL87mWg4RcbmvoaK7QpY48cgk_se-dnw-D1viZnOlmYCtjhXQCPsUhgrra_bumfgmDaHxmkgiJMmfMplNrIzs4QSrXQaQVWR49wKcs=',b'gAAAAABlumZ2w2SfnmKYN4WKGxoNe0TfvsvXsGfeM8BqNsQ8gk7Efgt388PzdAa_1dHdeL_KC8vI67YUkDn1XfVgV4Wrayqx-ciddiU_dzKz5eMsMeftuJi4lOiTQgoUPXYHyAobwahmVfFFGA5dQyXKYgJ33EvoCQ==',Monthly,Churned
1075,b'gAAAAABlumZ1BzW4eY5gWrG4gFoHd4yWzlxN8mFaiATotjosECv-rdo1cAgZ60y62QaNJbEtEEaSEA_9YVcbZS866jZiEmMvAA==',34,F,Port Aliciaview,Aruba,b'gAAAAABlumZ2sfVQMxDNv-YYXq0VG2RJMv4bijgPZzuElax-5_ZQCwLbz_8lmpQW2E7IrF29DBPm2PI5Zo0iL3nhhUqwao4_5_fRnKv4z8dVTi_bAKHkxmg=',b'gAAAAABlumZ2OCNSb8MqwqFadYDhuAYg84xnH-fHx3KzC93QyhtE1kfJp8VvXVWCL2Uhqz_6onDXjgU4aWfxMB-mObUHI_z5zWywjrpdqWkkSBXVrNkSovE5B1AxX-Pkit0LaaaU708k',Yearly,Active
1171,b'gAAAAABlumZ1upV5TmI03wzTiSg78tul1p2pKlyN4cv9SWoOHPfb6Fx5oyOoaaJMWjSADll6vISOmYxW1oOcPsWFcdd9uX2JirhHda4HHguLfOO3ivI8Dw8=',64,M,Harrishaven,United States Minor Outlying Islands,b'gAAAAABlumZ2tcxEMVN3QmgLzjUSTPlQPECF4aLgD7-P1kHM6LBLfNbcz2jefFHTw9MwRuCRvk7yO2mkLi5EUDc11IMb92dqjToFCg-5cZ1iy2WPnqjJ5as=',b'gAAAAABlumZ2cg1HGiweiOmm2a33-Eq8FtAMH7A7GYw7rTLcobOcKcHdl0i1a2R__28zpMuawTvGeN1q5xgTYKNtuQP4TKu7roEznSWVkeI1eVu8LQy-U33QlD1TRdHjvms69IurYHltCRYKoIcp1WAa-lEf0urEZA==',Yearly,Active
377,b'gAAAAABlumZ1Lj8mEFoScLK-kkhdlCXu5XdawMyj7MKTIV1MbvYN1YvRcBhYIfnWOqBdVcgGilBSrAhCTjutm8UC0Qo3l9wtvNQh-9masA1vEO0QNM4AnMo=',23,F,Thomasbury,Turkey,b'gAAAAABlumZ2WpEPYVVTCiJROcWsTG3M8wHTgtHjYuClyeFl7FQWbmzrbj2unbCeWHdCfYFjNNzMRmrGn-gWGwTMQKJ4xT9nHQ2BVPhfVzmSIF-BGFLy-2s=',b'gAAAAABlumZ2B0lX_mKuHqRFMtdUDUZI6Dd0mopUgF4987QtWOOGKuXNBP7WkeWpVDzGHNHntE7PzRr8b4nhS7oABU82TZO23wZEViGsZ39cou2z4FLyMiGoiZPvUJr9PVSIYdL6AJyi9LYfOjDCazkSL1uTRW2poA==',Yearly,Active
933,b'gAAAAABlumZ1MDplsl6cW3BxI1dIShnQu6kPVKEt3JYSIU8fukGvomT2aO0HOp8vW159lqqXLO4J596phYKYDBxvDx-Zdrt8tQ==',79,M,West Jonathan,Mozambique,b'gAAAAABlumZ2_-j_9aPUPMlYypzn-9vde4oAo6AkSDCkZ0MTEqjr_ipOudq4CA-Oa_BX_iz0cyJ9X3nw43VqIatPzpeg5JYOncoJvqphP6fqrvMwy4R-cqw=',b'gAAAAABlumZ28Pu07KS7bqcgmJw2sRy_RcDsJZOoezSw5ArY38xsBmAmNxdFNPqPC6ODNwIhiSfhdRFcYs40_piFH6-wV9SX4xVdB4wXvbAlaJy0CCkzhy3hOuCChAWI1su8a3bVS2Qo',Yearly,Active
808,b'gAAAAABlumZ1n7WD7OKvr5v0UUDQKOVcroZGsBlm7JmVH2dsCtPVUiyQGADSP0FVVseTJip261c7xmZT7resOjeEYHkA-jK1pw==',66,M,Morenobury,Germany,b'gAAAAABlumZ2q2JNNZnQUI8nJMMJgXi4GwcqXQQas673zp-vn9FJKQ9_j2OTD2ltO4-jbxY2hn0NgHu6n-0i0C_93fj9UOkDPTZEjzrxYIQ7D5w1NZAgPv4=',b'gAAAAABlumZ2jK4mg_BboPLrMm8x-rF_x86jqZRO7OFKxJP9s2mLuzXBsA7LAkI1lWYQ__l4jstua4-Pr0NqB3CYCSs1o21vXX14oOGTguSXBx9dw6l773GQbxKbyO6z-JzwK_sllpc84brdkIusE30fv-RxR4zdoA==',Yearly,Active
138,b'gAAAAABlumZ1FyJ6-uTjhJdhTKfiGvOZB5N8lGdcN-2FNgO5h96pFnd7Yg-hXDBPuUmo4Q3A5DpIcj5jpu7ljQf29113h4nlSqGC00hUsoB8vAaYcQ5j8gs=',43,M,North Olivia,San Marino,b'gAAAAABlumZ2edq6C58r2Ycvi1qMxFvJ-JXpa08GrjsH2xe3ti3CstFmaDorkYkgbyZxODYc-fn_4vvcTHKvbfAe1ZZDRLm-M5qXHjXJvuoy0XhRYQWaJt0=',b'gAAAAABlumZ2KX1ErsXWodlLr0UScy6E7MNCgJ9BNvHY8NXzPKnK7PSbBE--KYNpDlWhhojI1WhO6kMW-JP3F_U28d5ltevb0c7QXr3e4Cre6CibLQhRus6Foo6cGyPHGhT6PjdwFzRtBQNUKrtooQ3wcT8Aw7Dmiw==',Yearly,Active
923,b'gAAAAABlumZ1q73lcgnINI21j33kJ6b36FDZW1emMoazf_ZtMk3EygrrkHMLplUQYWyXtLvBxP5I2s-_xRZUtu6IDWjrI7u8uw==',58,M,Wendyburgh,Dominican Republic,b'gAAAAABlumZ2_lUHdMzEdxGDltbvuQKscoi7ODo_tSwrVnU_a911KCRFAeRmydxZNvYscmP4PNMaylE4QGdAWqHDAKMojOepCoRfjTET5jki1Xu3FEduFrE=',b'gAAAAABlumZ2ag7DUZNhoycEjiRI_uuflkJUwt80pjwCDxN6E1sCxylbUr1flsOZ3JPX0UxliCMScXyXRBquY8bWwX6eP4PM-Md4LazeaY40G_ZLmtm6FWEhc4Rg5YwQJAYY1p69Xetqf-dbLarVBdHHAsSXzYjzGg==',Yearly,Churned
163,b'gAAAAABlumZ1etvy6JIbY1V8d00kKlTZV5RqKJPSSLopgNDRR3RxO7yEhdT9veB_g9-LaCccIPeuH5fYHuBwE2YA6WMjxaVedg==',69,M,Port Sonyaborough,Afghanistan,b'gAAAAABlumZ2kgU-WS3z1BthhzyJym3MitsU7MRtl4_AFkXR_won4azczvzMKYfL5whgt0xp32G_EY_vmaSXYW8hbRwIFvudQgoHu4r0sh-n2CdnO17F6L4=',b'gAAAAABlumZ2eXbF0tDoyYXl167FFUjFOth9NpPJIo5d03nwQfiQkpKqJArYE1Gg1aZ7arU4rQ1drB-0ODEt9q4BfLb4Fj1jTHNO1PSD5Of8dT1IMyDfuYga0gYZL7nFA8-hv-F2TThVwoSIzMv3fhx6cokWoR5X4A==',Yearly,Active
50,b'gAAAAABlumZ1mpY8qnm3fEoWF0s7Uj4ykxCfSVr_votRRVj5djMDrLEeRksuGQMqwzMmL-U080QRuypOClikKHzLs_mjVUdUhQ==',42,F,Paulachester,Latvia,b'gAAAAABlumZ2vQPNWlNlxTTlQ98QrfPzmwgZOcMfmlgrPyrc-G63_o-ClU8WdEgAqz5TBcJeieNCiwzIatTlYd9gDY5mXAU0wWYxeTlbp_v-7ZT8Dj7xhpo=',b'gAAAAABlumZ2oVHhfVifhhENej6Ogkg6VOlRwFyzahuqzA4n7mcgPvTde76lkmG1pd6YwDSS45jfM5Ol0ddGcOAxYF_SDuonR0Vuitl_L491cwfUCuBpYIS6b25OcuKBIj_nXBu5miMa',Yearly,Active
136,b'gAAAAABlumZ1R9wH2d36-8xZ-2HFdme97t-K8C2cVvm5vNagbF8uyXzalhPwy9q4AOvSLXRRYTLFRdhSb6c3-wZpAJIpkmVq7w==',70,F,Connietown,Chile,b'gAAAAABlumZ2_mqBCZUnlBjzBe7fu3cfOequTvbBhkoCz970fKlreview8Gx8NQbcEsqVlUbIlOdD5F4v-MSuF3t0M4ERtpshnbNvILB8cYmSqGhSZC4nmI=',b'gAAAAABlumZ2OCKpexIEOyLFW5dWaMcA7OC9BDIi_H1ldwlqJ52y4I3_MMBysJTcEbgTeicDKG7p0__nmKOC8PLAWShmsg6F_7fYl1sOFsSHGt72d_AmkUswNoiKTCGzBJ4mOg255-OkQlVRAt71a66lrahOCfn5XA==',Yearly,Active
448,b'gAAAAABlumZ1I9WnHmbzdNAG7IKk0tXPko8hLGgZy5Ydw9DqHzS2zivpQWbxEZ4EB-rqdDYVHD7au-wsI_uhakNlyFEKbagZAQ==',46,M,North Amyland,Niger,b'gAAAAABlumZ2m9apMB_crd-El9c1UU_Yas5ndZfE4nBmdU1n77hrREjE9XxnaUCwrjA0dIWnohANdKxyz6veuB7dANLXxp_IdzvXs88g3QXZdfgsvB30nOg=',b'gAAAAABlumZ2cHw35uknSchXosJU0D4aK-nGu6pz3Ya23GD-oov8GCf2gFsEQRxHWsVDtCJ43ObR9w2FMJ104H6SgveTP24s5-o0azx8tO2HZZ5_9xnoHbt9yflcPsqWf6FITFVKCINA',Yearly,Churned
671,b'gAAAAABlumZ110uUzI7Ahwad8rgZ3q-IEF79t7U46KImMuUgdTf3DJBVIMABOorbWqxCotquak5pNedOkK2ACCzwJQa_xpL4Rw==',41,F,North Kevin,Guatemala,b'gAAAAABlumZ2gvUXuoB4JEvtIeuNqxx9EVTLKbxOkvWQEjntlCB7APxmYexcirsqnysMZhlhlS5MBfLjuOZHNuFxa5uvQedxTbpxo62BRLzqmZVzx4itUpE=',b'gAAAAABlumZ2y_rl6y_G_nkg5a6Oa4ePs4A1g2KYeErXnErIUY3CNlrwzC0eV6FMyj45gbhwzvY8NylU3SZLles3T1ouqhbh9OiAfysCnKs9CUalXxHPnk5tmLZda756ztlokqXMbf9z',Yearly,Active
856,b'gAAAAABlumZ14S1OYJi01z3DLaUDu-4vf5bx1ajNET5a1RqPYwDu3tZgHj3ud4smQh2yf3Jv8VvQtFThXXxxDZkdDQc-28zSaQ==',23,M,East Amandaport,Mayotte,b'gAAAAABlumZ2cCjZ8A6DLxGCBCHrZ8V0eBdB5N9PuPG-NbC_0BtLsHH08E0KKpOQhHLIOwNP7Dbs5uPQe4ZwuK0fM3t4QV9VTxWpTgInlo9X5BFwUEb9Jc0=',b'gAAAAABlumZ2cupxVYvStXNrQRe-ga1-ZWkADMkACRRZUiETO1wQMY-3ybM59Toj8yRJANX8kXdWpnZDyIV0ZngEMFS0MV4Sn9SCh7Dq-jjDOyU_gRiHZ_KXPinJrr6IVCSb7hunliMe',Yearly,Active
628,b'gAAAAABlumZ1uc6a-edYhHPy6RUiSEXh5A8qsYS9DqjlFR5d1flLmPktywg5eFnYep-kw1UgBj6Ue-AB6J9Q8Kv-ND1cFEQgTw==',59,F,Gomezstad,Congo,b'gAAAAABlumZ2e78-tUcVzR-3cTvqXBjTV5U0cKNqw9iwZwz7byP5bbluQ6OYf_joVO6sM2CtRvn9mFsRzcGtqiZyFZaKubSo-kdigLIhLsCQYDT9AgnocKU=',b'gAAAAABlumZ2WX4f7FpvdcK5TiACZ7nR5as4Nct0Bauh_raDCbICY1OVQPdsB_91X1PZ0c7NqyogCTf1IshBP4rKCWpqSRbJq0Yz5Orv13Psg8Im8vYpci6pbeJlwCqDLuHFdiowomeU',Rarely,Active
884,b'gAAAAABlumZ1aA04GJ4BKtGAleriF6XW2dT5KDQ6G3gnuLLfJpNasTug9WUiVIngSQVqCGKn6-jpaWcr3DwGt2VwLkzhdarw-g==',30,F,Jenniferview,United States Virgin Islands,b'gAAAAABlumZ2cSRnC_in_1Cpq7Z37bQ_iGorWz99JThPxfc2zDQt-gujWbHtPHA6YbkJksosamGW4o-qJO_Yq6c9gRLMLp78TT1u9GB8uGkO39PSvYPvKOw=',b'gAAAAABlumZ2f7rFmfsV7XvzG3yFiRdUQBKBJ0UR3X0USpaFsTZrBof3UnDzLpNBoOmAd7gy6tbkiF7hi9VLEIxpCA7hPEcTR74ENAUjIS5wcUFUDAzngRLrNp1UoIl5aKrPvuIfEuYeGGFEVP8EXc-OqANLm5EiLA==',Rarely,Churned
100,b'gAAAAABlumZ1BdaHOnZFZQx2AC2Y6aB8tZHyH4C6RmpgFKFtpruiSVf3LQUnaiIu2NbHBiKuChOlZPV3PjQmYhgJBupL1tmjXQ==',57,F,Cherylland,Turkey,b'gAAAAABlumZ21LncevAeiFPiFgY40-q_WPNu9Cbp6JTLVfMUO2XbyFaESyYMG3jTg76XmSne2Awf8Vs2JZYvbcpO0hNakRe1_GlYwIVTKaHg-h6GA1yHSaI=',b'gAAAAABlumZ2wdRBnOg7X6Gv6feNHFkS_y47Nk1VfDoTL21pI0vbqPpcSyQNmBD-UFQ1eR1sIV08BunUQDNR-73992_mKwe_A892gP3e611krvyfDXJJ1_YpKkw_XxI8g1iwVmPnarjs',Yearly,Churned
558,b'gAAAAABlumZ1pUiMHc7nHTT9ce0soY74sjbZRqHdNr5uC4CISf5tzvMpMyfBYlEcehugheUhvy_8MIWxlnGWnqagmgtUv6KF8Q==',49,M,South Holly,Costa Rica,b'gAAAAABlumZ29E-47HR07xfAZo4ztAiYOnqtSMqza0ms82DazoYF8O120VaRe-pqE6v_19t-nksfF7n60AZix8x3dKR8-_DiFRdV1MfC43VGk8chldKYiyE=',b'gAAAAABlumZ28F7ZWvaPk_GcA0KkRZfaDSBj5agyLfD9yHSZKoFYDFUjaDyIiUIFvt8Tk6gIsujY0wOSukTdJJiIKp_xsoyI6H28wqPyHbBzCihplhEAuAhH1nworGJPr-LuDBKnPh3D',Monthly,Churned
656,b'gAAAAABlumZ1yshMSQMWyNuRgX96YT2Sl8RcaeOTobhvk5YOgmvyqJ1jeVGJ_5d1KbjpEruWK1X0Lg2TEYiLTCaLpIdlRYLoww==',26,M,New Michaelfurt,Romania,b'gAAAAABlumZ2qyedu6g1D84ok2CBa3F9nlMMccP8Dz0MXH25W-p4cN7E0PmOqBLBdcUzBBktcBSaM6VXD7x3k7KFpsjnSpT3ZF1oRh1gHgT3dHqBTJICTvc=',b'gAAAAABlumZ2kp9kxpZ2iTf3Li3fjKz6KXcaGxXhIGtrDCQr8ROnW_LcoaRfyxCJh8c6wa5r-8mrC5e5CUAyT5-iXTZxFfx5N3QUbRKbNI9GBv4qbvI6J2tygZnIe90izRHKjAthFxQf',Yearly,Churned
488,b'gAAAAABlumZ1FVK4UDrQcXfoJh4O3PMNe1nnhEWaLRKN4CLg-de3A7TOlXLmT7YqCM4nYIMZ3h5suJkel7C622ccWrVDyRlU1g==',67,F,Janetchester,Somalia,b'gAAAAABlumZ2EfWS7GWvgvqk99mFcuX-0vswf1RFeQpeU6_a8extbJyZx-diiqd84IcGr80iQWGZ6iavpFvVf8Gya_-aFxR7Fln9oiTNpepYtw9IAuJkvqE=',b'gAAAAABlumZ2isCssxVYh9dF3liEgUQvj9d1Iin10-8Kf364BGiXj5lXQ6Se3yyE5bqLmFsNPRm8okPfC9gXJOqi0jKWYhyXqDFspGSRa5i63Sae2udwG2iNVKcLDUW_ZbMx9OI3DBx8KRlI5DHjPm3y_X5yIlorUA==',Rarely,Active
423,b'gAAAAABlumZ1CPNSfXTqfqpFM-Ht2ANFxE-k8_jbucaAjqr3Aw6ZGXUsS_7K4v6vQltwUYFuhszqmnKnbcQc8tntPhKDfsSgFQ==',57,M,West Jennifer,Botswana,b'gAAAAABlumZ2HWOU9KX7X7XhLz3i4TbBmJM51BYzRHArkAqLPQdqwnCzr_jg02kJA-NH1OB7jgzY6i-msgt3pR_sMJLZmKpfSkjdiTE00tSDVwZmAee-dYo=',b'gAAAAABlumZ2ylUnxZznFXtzgoK0Svm9hHfa47q9sDQq4W_61bph9caKPiFUZDPgy_NAzdb1BbyufHpQtGAygCanI2l03sp5OeXPVq2eUJ8_nB5AvxSyb-c3lh5oiPhpDIgApFo3UEllSLcOhaVKDSpKuBnXR5ioOQ==',Yearly,Active
400,b'gAAAAABlumZ1qC5aJ6m6FWkon_ME0Iarf4cmUP8q1cuhNILpQGqLxIhDDf2d9ag7q4q-mSNwt2lQ_iJ_B6elsuemqr7yxdeWqA==',49,F,Kimberlyton,Malawi,b'gAAAAABlumZ21PPPN13y-5jEyWZafedI0pF7eay3FLoMJSDUyiYfjv4tSrC91FkpIBMg6o24McYSRp-3MXy7d_iYnB_NXuBxDrgi6NuPe85Q_BX8XbRyBAs=',b'gAAAAABlumZ2v06lAkfiNfFe4OwQWpei9PuC7iUWj3EM55LKagJgHcden95A0dLJoG8j9GpwR6y_DYHRoOZuuqLloci16dQ-sOtQFjpK38BW84_mz-0Lb_UDbAIZqC5xmku-JOHhRqqs',Yearly,Active
732,b'gAAAAABlumZ15UebJXgVRMXnlgaQWDRNOlgduV1fMnfCdYDuMKPsWlH8GG9oZv4WFDq96ex1Fdd_6CwbtChqAQ4i5hE2q7civg==',32,F,Mitchellside,Guernsey,b'gAAAAABlumZ2MYUCklr8tZ20rQR8nHocKcgXP6_6EwhYVSScOgH92sfi7a-sihMpy7kx37Q_b1Bqq3VmFllDVe55kIYSGJwKkTQyrIlL0vNcEwBIEH396vU=',b'gAAAAABlumZ2KTONlXhU3Aps12adrqKBmgX1j_GCUwdi9m7HZxHY9P8hkpeuwCdXydFlczN3nQg5gzqAe7RXN7BEtqOQcqQRIlIWO-ikf5JzlXGYlHO5vvuAa4-dyCRfXba0KTQzjDld',Yearly,Active
1088,b'gAAAAABlumZ1OVpUgvP3h8PMj0gve7qdOzsn2tKEMnbfkaX5J6SEL20Gk9dYBJnIZomjq0GWObW5Tl8SHpUlFbFzXOc4hh71mQ==',67,F,Pughmouth,Lao People's Democratic Republic,b'gAAAAABlumZ2dHpIzz2B4Hz47tmahxFlGs9fGs9BZMbDwLSBclZnyIk42KXVtbXaJtKecLp32KyxDfbbNqrQCfjhvbCq973WuUV7xNAZb9yrQenEolLW-08=',b'gAAAAABlumZ2-A8G1_SigCm-fJYs4aaHATwE6gW4lFCb-AdO_bMu6HZyBG4nWGwAB6hUs8R-E8puBkjaGZ3ubFqwwd5ucg_7CeVbs--HYmlyCgtzh_I-naTgywxS5QiDyRksXgMhtfOMyIjsStmJmfXMKyIu7zYOmA==',Yearly,Churned
897,b'gAAAAABlumZ1M-MqzJ17xacrIZUGCyQf1OTWabG5HcqEpqdkVHzEqsDqFIqx-lzZxVI83vzJ-BSln-UfFu8CII7OxxqBM_nDdg==',87,M,Jenniferton,American Samoa,b'gAAAAABlumZ2U7iyogdm-cJKod9wjTOBAj0cm62OGdHHMD7xNjqJgS-HONc8GY5VV7tngGz8wGiELPju4fcGCmYNgUxf-1t_qbcJJ8DDtlIz9_Dp4ooaZL0=',b'gAAAAABlumZ2GHs0TFiWLaZN_Ora1XUdEJNW6bbEDAI0WjNIhjB43CY1XeqCFs8dDr96D-cJ5v3CpFNMYi-LwtpNH4BNGjz9rzUV1YZ8giVmdYjo5b0WMAXW0oNcGJGD3z2fLn1qctpcxfBjQYZpfKLk0knNDo_OYg==',Yearly,Active
792,b'gAAAAABlumZ1-4bWi4o0pdgrEntVl8wO9OuGLsu3kuRxGCdfzr7UyN0Gh4Nvjxmw16JWGUl4f2inE5kDdMpapVHX5dfXF0VVXA==',56,M,South Jamieshire,Bolivia,b'gAAAAABlumZ2RTyKleUvwmAIBJfP0LNJD0-CEC42oHTWI1D-ocUz7HStQ1-K0gL9UBOrgzn60Z88ZmkIPD7zPbfoWjWhHr0hVOitTrx1O6L6yUkqzqs1Ojc=',b'gAAAAABlumZ2faynmDF_3vAFPt4iDYitRkmytOzKz1cSCY8pLLiUOL8FwFtcSnK4oPKJ7t2jqLIIGCVOkhkXLz32qRrP2XHt51TyGl6pr4wKUvCCz3idlKE0F2Uyzs4lAFJEyufGu3JY',Rarely,Active
562,b'gAAAAABlumZ1lyVyQQNp1UoBpjAX9QNUexHx5aWIQ7NHPYhcIOPvPybnQRjd7CAMlUPe3gahNDupgK55uYNcDIpztYMCCis8eg==',30,M,West Jasmin,Christmas Island,b'gAAAAABlumZ2r5QVRju6MbSJRfDn0x6SFPURaC9_YijcGrbOxJojUyhjcA0wz0BxADBaJSSyzdjkjimUfxmI09JG8eseN4Ld6pwc63YfCxdf2g2VmRuXeR4=',b'gAAAAABlumZ2bIrii4teTTcS74B9l04l-8Tra4F2rrghSRBCbQPGSAhpNSg3eW6Fm_Ix828wSCiDqvfK9QXaGgWXt7V62UORhyoZNKDPYJY2qcY4mLFVr6D0Egraa8d_fbCY4IQis67dm4QT-sx3o_ZroyWTV-hDLQ==',Yearly,Churned
1131,b'gAAAAABlumZ19YK6iwKCRtc4tmPZCYovzmCx4wqei0ICMoxqnpbhqUrRDkxkpCtSZkKBSDP4HUlkNX5qWItHmzpi7VO8hxK_MA==',62,F,Lake Jessica,Namibia,b'gAAAAABlumZ2T-icVbmBCKgAoI_jEjDq446scF_PLy1ZMjfq6MQ9FGDN6So5w0TTO3CeH3Nmf0Dqvg9hxMFvmHEqkrFHH1L7SPXKxMH43031_z6RT8LuIps=',b'gAAAAABlumZ2eclA6l7YQlw-8AFDx1tJnnVBZAktekVfYhYbXdAIIoj2DWVqhE_Vmid0x1N4-57RQTk3cnJ-HzogWaej7dZIf7qnFmoCMrbqniLJdI3wxkm0tgaG3p4uvas9bOY8C_4J',Monthly,Churned
1292,b'gAAAAABlumZ144-NMyWhA_Y4rI_JsHPW6BpVohHZ5MTeH59rB4dat7LNimMgqCb06WJMhp1Po6YKl4-XnXWT_m1XDbA7JxciPQ==',29,M,Lake Tony,Cote d'Ivoire,b'gAAAAABlumZ2CBMYBViQy5y6DTCIAOLOZbG7gqo13cDGoP0DoVlPYoFDP0uwBRBsV1-JeYijh2NUkhnUHtetNDwuCvO_WpiiZZWxyEGWyJEKxC0LqGHYLvw=',b'gAAAAABlumZ2cO3V0WgEpvpRJLid2xtK-1LYzu-pGjKE2WVmywg9o7F3juItLt6c02ifG_y6dxFbGxi3UbPoBLFZ26s-FrgUO1slknY9FbmQVUa1nhVddq0jNsTOG3CNotER1VX_SY-8M9Js-OfTesOT189TIiDFlw==',Yearly,Churned
673,b'gAAAAABlumZ1ZNBvI8f1LdIEo0VBNlU5_N3a9RzRUx61w5GlGjoU1TzjvcBheze4hlZPX0wg4hik-rWvx19DW805T_F9LKPfCGVmfjiiHGBWbh4oAo5SnVs=',43,M,Scottborough,United States of America,b'gAAAAABlumZ23lrVk9iA3B7IeZmES2IJGDMtHzCjfLz-fbTFnDYaJlDLN7drDI1J7dvnB2QPpYk-IKP4K_kernmCYggjfTcez1V1qU_Xr8rZeoXUuIFpMtA=',b'gAAAAABlumZ2LRZXtJHF0jlQqJecjQeDX9CejFvbrnyc-3jhhRtQ1dzPC1dPN0ft6faQfKbOERfwspA9zXEndyaQQzjhOTOGeRVDVvYTuywT2ioZCmCI_sejPdjXKA-Mpo16_nRFvkjO',Yearly,Active
318,b'gAAAAABlumZ18nVUWi-UbKcDQl6q0PzeHzWc1p-YoAryO4MRmEZ7fEbRz7nNveWOh6iGh4O1dZNGB5g6w91Zl24oxPqr7Cring==',24,M,Lake Vanessaview,Comoros,b'gAAAAABlumZ22Fi_xHWC_Jqg8K_Gnn1qzn1cwsqJUTTWsarEh4Utx-e6qFJFNsjUJ1XxjE7P_3Oocava-Mn6l8krFmplWgfxHM57bOZpWnTMJQ8lfeeqxEM=',b'gAAAAABlumZ2hfWE5odSezBAimkIw7KHYm1KASX29BgfvXrnzYc09mBlRPU_M3zhXuhWI0BzS5BYxduA3XQlQu1YPZAUHeMTBKAEEdKW9KPCRuzlT_6aitl_8qmqAwKSsPIZqoMzdXz2JMBKFrSM_ppztQ5BApivRw==',Yearly,Churned
53,b'gAAAAABlumZ1PK3Mfea4jbZuK2stEOsN8VW26pjg9sMEg8Lgw11QrUPLFryeqPKWtjoJiL3xhvfToMDJ6eBBtalhaXDwuEVFkg==',37,M,West William,Lesotho,b'gAAAAABlumZ2yi_A8MiqBzih-QKD-cLJezekNcXSMHul0zOEE4NikiTdaj1-KMUC22aE6EuRVJD2aVvfXVI_mMC8Jxio5nLUVpjmHzXDZsECX35lrv6HR24=',b'gAAAAABlumZ2Bigwi3WXRa6R0NAmPeyolY8LoZFlHldIW-OMzhp5v35xfO4nY2IkQwvIuSEIj5cJXVwgzWeo2OXuE8ba4TDZPZelbMo4IeooXfzlbEv4cDCcWo4WQOgjwiP2wSPFCFvj',Yearly,Churned
